user_id,business_id,text,date,compliment_count
su-GHNo3oR2YJCoMDhe5Hg,V_jy9Aemc3kjznqhbsu_Dg,Troegs java head stout with a breakfast burrito.,2012-10-20 18:24:17,0
the52iBr5PCJahoGPITZBw,9b-LZWsj75mmfMYuChXDkg,Parking is now complimentary! No more $5 charge.,2012-10-11 13:49:18,0
_qUMAh4Jug45aI0Sj0iDfw,n0USDLjWsgeb_rpNT3xtvQ,I ordered BBQ chicken there.  It was great taste. Really recommendation for it,2015-09-16 02:45:40,0
KKe1Qgkcrosa5Vpx49QdKg,0WkPwMoI1HxSP8jicwQOOQ,Wowwwwwwwww. Turkey Ruben was worth every penny of the $13.49,2017-11-21 19:36:28,0
EpQLACNDjNkBoisAlWBEyg,bZ2mNCf64JlX-_U5eDOcQg,It's not raining!  I could actually sit upstairs if I didn't want food!,2013-08-25 03:51:14,0
uweSiVXeDAibh-I7xOZwEg,_8MkUoObdLpakXbCobbKxA,New restaurant @ the effin square :),2012-03-25 00:03:35,0
njcXFGqIuSp-_joP42MhxA,FQskkrIuNMKRCQJuokI8gQ,Birthday Dinner!,2011-07-24 22:56:27,0
ed5Nk2U3db73eOzYm9WTgA,_TazuLCE8YDVK2JIj2SCYw,A nice casual meeting place.,2011-04-12 19:14:03,0
gRi6jtsVlMCmgS7zKv4b3Q,Q_a55kCj27-1Orld2Ff_Ig,Best place to come. Can't go wrong with anything.,2017-03-15 13:46:47,0
-THLGnsYKu3yQAsy_tt1fw,ItuQW04xVI3O7nlo6V1YiA,"Calling it ""ice cream"" is a stretch. ""Frozen treat"" is more accurate.",2016-01-09 19:09:18,0
FP6CVFv7jTojt14OZGLnJg,kVrugngpixLsf4pNu4uzrw,"Getting our new years cabbage.  Salt and pepper fish, house fried rice, house chow mein, and shrimp egg rolls.",2012-01-01 18:13:55,0
9SmZsp2AaXhXr4tinaoeAg,qzqR-O_gi6eDeXbV0Yjjow,"Don't bother if your looking to get full. Snack maybe...dinner, not really",2011-08-06 07:08:40,0
FAxwG5UGRi0fIIIWJq7eEg,5JALyrPLmMkJ97FVxiOApw,It's my first crack at the place but it seems pretty cool,2017-06-18 22:58:42,0
QaCbRxUMAcTJl5YwA6inDA,_8MkUoObdLpakXbCobbKxA,Lunch with Alyssa!,2011-07-22 16:13:41,0
miQzjfgp-y9cxbGUnRzj6g,9b-LZWsj75mmfMYuChXDkg,Boyaaaaaa.,2012-05-24 01:40:46,0
ZGKxey7zNkR3jxAL88AvwA,jaCeX0GI9EFm1liPQWVkYg,I wouldn't recommend for a big event. They are not very organized.,2017-06-19 18:14:18,0
oAvO0BOHOagOI7WVGXlWSA,fKXU_HMU09PJfTHjtInN0Q,I got a sesame chicken salad! Oh it was supremely delicious! The price was a little bit too much for a small amount of salad. The waitness was friendly to us!,2013-02-09 01:08:20,0
Y-HpR79F_ZqRtGMjZnhwVg,NDzQFHW671hbB-aArOy12A,Chapati has been given #9 in the #YelpTop50!  I am very happy to see the continued success of this restaurant.  It deserves all the accolades it gets!,2017-03-23 20:51:45,0
P3WWCwLFowgz-IdEBbtsqQ,dclL14pr7OojCOKJ_ZbMbQ,Mmmmm....lemon ice. Thank you for the idea Treme episode from Sunday lol,2011-05-01 00:58:48,0
y0olM6UE4xddQ8qgQi_Q9A,jkGQQ4_LgJx3hwPtCFkzbQ,Omelettes are great; also liked spicy tuna sandwich,2010-11-28 01:31:17,0
AvGJVv7Z3a0q1MJT1Ykd0w,gxYsLtosNDh9EAoT87MD8g,"Only the finest, for me and my kin.",2010-12-06 00:36:55,0
GQZ-C0H9SnOl24N_1vBEyw,PGd06nrseC2YAIqP6S9gUA,The food was great! Best biscuits ever! True southern comfort food.,2015-05-28 17:15:54,0
xT0pw5qFNq1g9VAS8zdn0Q,Nq1Kn7ud84upBHz9chFW0A,Love the atmosphere in this place! Great beer great drinks great people!,2015-05-25 02:32:09,0
IkFwQ1JDoHuRIb3hgm7GAQ,RlCT1cA8-saDDMSv8HG7vg,Don't use their mobile APP I was told it doesn't work at this restaurant by one of their managers after I placed an order and called them,2015-01-20 23:40:35,0
tHH0LXV6WZTn2kZTXHipKg,ue4vEPolKzgXiL7p2i7pwQ,Great for the yelp prom,2013-02-23 01:44:32,0
BPdbk64-9sOq2yKa-RbZFg,DZglT5FP5VNDQJU3PuRIHw,Go for the guac! It's great!,2015-06-11 12:12:08,0
ua1LH52o23zsT5yL2PQT3Q,CJCnOLSFgOuWjK5jeWqlJw,The Desperado skillet!,2015-02-14 16:54:41,0
EdHLoZf007yayX0FKqtA3w,Pn9_MnhoLrMFdW3AZDORMQ,I dig the TCC :-),2010-12-09 00:16:00,0
aTLwI8VxiNgSdC0lCkalMQ,PjknD8uD_0tisZQbomiYoQ,"They forced us to accept absurd amounts of food and it all tasted like sadness. Luckily as we ordered an amusing altercation erupted between some drunk teenagers and an insane man, who repeatedly called for the manager to ""call the police."" The chicken nuggets seemed oddly separated from their skin.",2012-10-27 04:04:04,0
Qjd7aIiKqnd68IfaR2EPoA,89SD5fNDDnJj-ITB40hLsQ,To go orders are well made.,2016-01-22 00:39:22,0
WcQ01IBbW0ID01EE7bdH4g,bEbR2yWehH53TsLWnWCfvw,"Same old same old.  ""Go with what you know""",2014-06-30 01:06:12,0
3cfJUOw7denwYAF2DtHr0Q,oThWInL6gUCt2d98fSIAfA,Get the pizza. Thank me later.,2013-06-12 01:18:18,0
sPdLQg0sDhSJJBq9vGexeQ,-K0LoSCfh8i5U_y53Krepg,Lots to choose from if you don't mind fighting the crowds and foreign people.,2014-06-05 17:00:12,0
TWDHHv7fZZvD78dGwNz2UQ,XWJASeDmCSNq6Uo2CTZOiw,Their dark chocolate covered pretzels are pretty good,2014-06-08 17:12:28,0
M8kqIA2VGOsQAR8ukwhFlw,PGd06nrseC2YAIqP6S9gUA,They don't split check!! Just one credit card for 9ppl?? What?? Who does that??,2015-05-17 15:55:21,1
CzZCrHik3YfUqKfsZecvUA,rQgvzje411OZY2p9fLdycQ,Awesome bartender.,2017-03-22 18:53:45,0
kA7sIBVKgWXVwWbpXsUHQg,fCDMLD21ypv1XZ_EyafCkQ,Everything is made to order so prepare to wait a little bit,2013-05-28 16:04:39,0
T0nZCv1bHAVMJDjxZeHZPQ,dclL14pr7OojCOKJ_ZbMbQ,Freshly made cannollis.,2011-04-08 15:16:29,0
eXNXWpZoOnD_ZstPFpPB2w,LAZuHhYiSgmd-FK74lQLaA,"Makin groceries, ya heard!",2012-08-01 01:40:49,0
kwcZaFdfZlGiFfeDxvuyNw,3XgqYM0uD16T71ZjnEX9KA,Check in and get 15% off,2018-05-04 22:32:49,0
CBw_Dfsb_FeaY56UK7eVbw,KZA_HEOsBXf8dtrk9rqNJA,I'm told the mimosas are divine.  Food is fabulous. Servers are great.,2017-09-30 18:25:07,0
5Y5KbsI5buMcNh2hTFaRpA,BWPokhrYnWdfxdaUaM6l9Q,Symphony Fashion Show:Marchesa!,2011-04-26 23:08:07,0
_O_bvXST4SLVxEX2pY039g,oLvV8WLyIKaO9HFMf_cYfg,Great customer service. Great job !!!,2016-04-28 19:31:24,0
FAxwG5UGRi0fIIIWJq7eEg,dLVUw7YMUXvnYaBMh57Ejw,It's just too hard to be this lunch buffet,2016-05-03 18:59:05,0
yvLUxPOcMWV9skoUUKRZag,6Md7LjLUqf0scKfl78CQDg,No boba here!,2016-07-30 23:36:13,0
-rBPL3ntdbLnTw3uwZLfQw,nR5YybQrv7P62jd_oP5p7g,Good house Chianti!,2011-06-09 22:38:36,0
QD9W_18eVlgBvPnIEkciRw,Qlmusk0BBY0kMOd8Y96H4A,"The fried green tomato salad and shrimp gaufre (shrimp, waffle, sweet potato and spicy sauce) are must orders.",2013-12-02 02:14:01,0
m5GAwjag7n2B8HsfqqRECg,WvkWVFDeGd3llAdLhkHn9A,Longest drive through ever. Be prepared to wait 30 minutes for burgers,2011-11-05 08:02:48,0
YhhpmRVXdK2KZWj5iK5xWg,yGH9V9WTNGSZ6AHOW3kH-w,"Ginger beard hosts a Saturday morning run club. We run then stick around for a few coffee brews. Ask the owners for details. 

They do not serve decaf coffee.",2015-08-30 17:16:15,0
frpp_J7FpdfOURJ9wQxDaw,sf4vifuAJgIkqYp6eUC7-g,Outstanding German Draft Beer selection! Menu looks great. Will be back!,2015-06-06 18:16:52,0
WtgVYb9PgxaOzaXo4ZpWzw,HNV-1XtDJLX3ECoCpaQJLQ,Yeah...Sticking around after all these years!,2011-07-14 00:40:20,0
wM7G2F5HKi62yvO-HM51zQ,s63cVEM7S0SSBQIkUIsfJQ,mark saksa.. omg! :-),2014-06-14 05:06:56,0
aaEr2-3Qaa4jo9rkjiqibA,67_Oc_6-hkvtqrFqULJmWw,"If you bring good red wine to this BYOB, for God's sake bring your own glass. Heck, if you bring any wine here bring a glass, tonight they are giving water glasses to pour your wine in.",2016-01-03 00:07:28,0
EdxQZ29iHW_yYpRXNjFSqA,7mkMWhUHTMFF4SSvOGK-Vw,Seat yourself & order at the bar!,2016-11-20 08:24:33,0
Q3vg3S3OLqUUXfOI6rrLDg,YYDRD2chgv0kbohDGl-oQQ,Hamachi kama is excellent. Great value / taste / options for lunch menu (even on Saturday).,2014-03-22 17:59:45,0
a8D8jgSWhY44LI1EKU2MhA,-K0LoSCfh8i5U_y53Krepg,Avoid holiday rush!,2014-03-27 22:23:45,0
xU4GbT4VKMpyOxNJAuP3hQ,1iE5POC7JT8fKs2tZ-CJnA,Great coffee.,2011-08-04 23:37:34,0
1Vk_btoPSzb8Wp-8uTU8iQ,niGe9qqepMcewft8_g_zgA,"Great, FRESH beer! We loved sitting outside in the garden.",2017-07-03 17:19:04,0
iKKhKsn0pOmVx5uTNftSMQ,qNkJ-7CBZbZXLBCkOHGT5w,"Service was slow, but food was ok. Manager Erica is great.",2015-01-22 02:12:10,0
0DK-fg2ZBnpkMKnU9SgPMQ,xZileQFJ7h-0QKjtGc9xgg,Ask for a Croele. It is not on menu but very good.,2018-03-22 03:26:38,0
_aCvZFqHgeJUow7grDSu2A,IQKaQmIp1mWlG5yKBEiANw,go to Applebee's and ask for Keiva!!! she's the best!!! she has some Doritos,2016-07-30 04:53:14,0
dKiyg-vvai2ouBjRVMxLMg,8W9xvpUWOGEe6tdETiWmJQ,Ginger cookie with lemon ice cream yum!,2012-03-24 19:34:04,0
kAz-mxMO6EP1EVXerkwyTg,fBnki9kkjTfepj0HPiUMGQ,When in Philly...,2011-07-14 21:59:52,0
tW33RetNn_Bvc0x776RBLQ,6ewV-e7-39oqYUq3yZuIyw,Just called. They're open today for Memorial Day.,2015-05-25 12:58:45,0
xu0RGGw3I4hFjfEb0OQWqg,fq44yNPMuN0dF5ZHdDuvYw,"Nice theatre, clean and good food.  Unlike other reviews here, my service was great.",2016-01-19 22:41:57,0
P-YebwBHwvPL4kfU8xXhNA,Nn6FKnj5smJ_Ihx0uD4gjg,Man in place says.  I never get tired of eating here.  Me.  Huh?  It's wings and burgers.  Tons of places blow this out of water.  End scene,2012-03-29 01:22:35,0
009ljYtlWQR4dNWVO4WVcQ,5PwNgUrPnJ2rUyUGSpSn9g,They do have sandwiches despite not having a menu out in plain view!,2014-06-06 22:04:51,0
OquNs7I37TA9ulqk_rxwMw,d_tRshM-w6S4QxE4VVi8tQ,"Great food, good vibes. I like this place! #bottomlessmimosas",2016-01-09 17:11:37,0
QjAUAqVBP48tTYxOhPTeIg,XaZlFz3ODGONeVVj9WJ7_g,Limited groceries and great selection!,2011-04-17 21:31:24,0
ERCnx8jFmt_R56Z0gIee0w,SStWxXGmE3U25aP48WveVw,"If its too late at night, please call ahead. This restaurant usually has a sketchy crowd after a certain time.",2011-05-20 10:40:21,0
vyjKy3d1axcuBO5FZYaCrg,gyyFZAV39I_FaOUwslHWYw,Three words. So good here.,2017-04-18 15:12:44,0
zmlt7zUWY1Bi58_2n7UopQ,oo37sVFYkBTxyPqDpu6WPw,"Cool spot by the waterway... Sea breezy but nice... And yeah it's an outdoor spot where you wouldn't think they'd put one, but glad they did... You can dock your boat or park your car...",2013-12-28 05:34:11,0
Z3HpL0AIWHuc_OZ003w1dA,PniDGhPSa_bMWA8gU2AipA,"If you're looking for a traditional dim sum experience, it's not here.",2013-05-18 17:23:05,0
UVqje9zliZAN0tD379jYtQ,r9sFTXBUGSYB7orbyY0PLw,Don't judge a book by its cover,2012-03-20 00:37:33,0
gcgeV3iJ-Wjebh3ywapfeg,g5tXcnN30wnSNkuq0MSpaw,"Perfect place for that hard to shop for friend! Curries, spice rubs, ginger, peppers and salts, chicken and beef stocks, and gift sets!",2013-12-09 23:39:45,0
trf3Qcz8qvCDKXiTgjUcEg,msHYY8zS_8D3_BJitdGdmA,Try a bit of soy sauce with the Truffle Mac.,2013-06-11 01:27:13,0
TkSrC1Y5Ksx9QBu5wUfR7g,mpTKUG5U7rq2yYP7u3719w,I hear the cajun rolls are to die for. I know what i'm trying next..,2014-06-21 03:38:07,0
EeuCVUNJDhWRec4KdVH1Dg,KhBUg5QhBYuK8RZAe5gDMQ,Hipsters!!!,2011-10-01 02:06:52,0
Pr367-u6vybE9IHv3sxvvA,P9ltq8KT6pgKjyZSKspHfA,The new Tamarind Margarita donut is SO AMAZING!,2016-01-03 18:38:09,0
6v3ducsAQQjkN-35Y0ChWQ,hATWUNyABGYZShvHslXV_Q,Chicken tenders were dry fries were good I'll try again it seems rather hit or miss the presentation was pretty good though,2016-08-12 17:16:02,0
_AU4ke6265m_9qyGxi_bYg,AFfCl78WtJcFpH-UEFG6fw,The bar has everything but beer and choya.,2012-08-02 00:53:16,0
IfxQUHeM2FySxWbiK0-jVA,GNnDvJwtA9C1XFf-yv4KVA,If you don't mind a little pork fat (aka flavor) try the carnitas.,2014-06-16 11:45:44,0
rpyjUAtbTemMGaw8IbkJ0g,rdXWSuo0CVx5gYZOJMZdDw,Excellent place! Best kept secret!,2017-10-06 21:50:42,0
A-h1VpD4NhSQo9hlk5FzRg,ZbUuSJ3rjjT4tsqkvHis4A,Feeling guilty already.,2013-06-02 15:17:46,0
qCQEwjGkPZIiHCcRRqnmjQ,jkGQQ4_LgJx3hwPtCFkzbQ,Birthday hot chocolate -- lets see if it's better than nova's hot chocolate machine... Of which I was the only user.,2012-05-24 18:37:24,0
-sa7xyGx09l8ESrpWlHC0g,2oh4NJDtqTUO5ZuvCe0hWw,For a limited time get Bogo Nutribowls at evos by following this link  http://woobox.com/fthyrk,2016-11-14 02:07:21,0
fMsO2t497li2q7sGFsie4A,6_37iH47aHnMODiXVl-gUg,Worth the wait!,2013-12-01 23:22:31,0
ax_eaPg4KSgwXoC0LxT-FA,c0TznEkK0x57wbVEepFWrw,Ask for lettuce and ssamjang with your Bulgogi here.,2011-12-29 01:46:35,0
CFyvX-AZh6cunAMu_zoF_w,4J4NcFRh3o-pW_51OSRfDQ,Check the case for icebox jam in strawberry or peach.  $4.50 for a container.  Can't wait to have some on an english muffin.  Yum!,2011-08-17 17:13:08,0
C0JlyBdnLdYqs2R1J5DsQg,B2SeIqe17wywK_a8kfrTPQ,great food and very fresh would recommend it,2017-04-06 21:02:14,0
zYFGMy1_thjMnvQLX6JNBw,obIckr-3bLCOTGatfedk6A,Try Red Velvet frozen yogurt with brownie bites & hot fudge topping. Yum!,2013-02-17 23:29:50,0
LxfcCN_f8kyVhrtbeDpedQ,JnFpgav_bgPN6aSJDYpzyg,Acc,2014-08-31 12:16:33,0
o_KK0tgEOiSROXIWIBxXMw,atjljIC2390IAk9d0ab-3Q,They have such good OJ!! Not like the crap from Denny's,2014-09-13 16:47:47,0
qpqESvop8VCWXhCfpKD9tQ,e9YiQo_CGJrnjJXBilAEWQ,"If you can't find it here, you won't find it in the French quarter",2012-01-04 15:27:53,0
KSUVtnAqoVcmRy9M2WF9dw,PlOLeg4BCkRB4vfgWcXxTg,This is the best Japanese and Sushi in the Brandon area. Very good.,2014-01-05 19:19:21,0
YARJV67GpSICe9CPoo3fRg,1Vo4BLw75ntATAJHYsxO3g,"Posted hours on Yelp not correct, they don't close between 3-4:30",2014-07-03 20:27:52,0
vbF17R4D-TwSnBEpN-lIpQ,Qlmusk0BBY0kMOd8Y96H4A,Most refreshing Pimm's cup I've had in nola.,2013-08-17 19:37:14,0
8bWltlB6DmB_XpzrRStDEQ,ehTKJRxy6csk5iiK_-pU1w,Value meals with above average quality.,2013-02-17 04:00:15,0
P-Fv4Mm56a2wTEsA34JMew,bZ2mNCf64JlX-_U5eDOcQg,Definitely go on a Thursday night; the Soft Rock Renegades spin from 10pm-2am and their selections are tops!,2011-04-11 23:50:42,0
VJv2rqFHVdCLJroAE0n9wQ,3sDSJK2zSeq-1rZtYCt_MQ,Love this place!!!! It never disappoints!!!!,2016-02-12 00:07:58,0
wOeki3U8t17ejn_pFm4Nqw,xg5aLzRRt1oco6O3O07rQg,"This is only a market, you can only get food and very small house hold needs here. Not a full Wal-Mart. Also its always very cold in this place, the AC is set way too low.",2015-01-31 05:05:00,0
1bjo-xG3tKF5rQjRx5zW4Q,yGAovjGi9acBEh1ABTzqSw,"Fantastic pad Thai!  Loved the pan-fried dumplings.  Swooned over the Thai fried rice.  Generous portions; excellent service.  Pictures in the windows, however, need to be banished.",2012-10-27 13:15:44,0
PLo3uijLGxULIU7wf1CKnQ,aDgughL1vDootnXe5kUWGQ,Answer your phone,2018-01-18 01:34:21,0
zWC1npRbmWO2bZRt2fYgfw,5p4p5DknrjuxIUDokYZE9w,Lunch pasta- Evelyn's Favorite!,2013-02-22 21:41:21,0
oh0P9_zRrIBPXFXKSnzobw,FP5fr2zUeTEhI4-TGEeVCA,My new favorite spot for pho,2017-09-23 20:22:22,0
J4Ovb5kr0y6ROy_yqBGUpw,DZglT5FP5VNDQJU3PuRIHw,brussel sprout pizza,2016-11-20 03:41:25,0
3e8xW_w_-_hyGSpsqYjllQ,aDgughL1vDootnXe5kUWGQ,Freaking delicious.,2017-04-05 18:26:09,0
4v9Wc4MX0A6HHGfkghbhZg,jp8K7RPJc3IwwkDYgfAZ5Q,Great Chai Tea Latte!,2015-09-05 15:58:52,1
yZwgNBKJb6YFnS7_lo8pGg,jxEMFqwDJXjCxmcm5t5jVQ,The seeded roll is one of the best I've had in the city!,2017-03-19 07:33:47,0
K4l-QrTWeAjb5xOXd81iGw,NnlXgLZ93KPj1wYSiqjyIg,"Seriously, Tater Tots!!!! Yum!",2015-01-18 18:25:22,0
XD_SGGnLRR-NmdI_jjobZg,P2Lm1g_RztvIaH4daQsXoQ,Great place for a group of friends.,2012-03-24 23:55:07,0
v8QP6cmztCIYwC1HQ0zHAQ,rlVL-Q-fActNnxip07Z1kw,Cute little place,2013-08-24 19:00:16,0
32YFFu5OSBg_rimVyoITRw,ODvaMIpjD6bHiwQ9-kmECw,"Best coffee, tea, spices in Santa Barbara!",2013-06-30 23:48:09,0
eM_BZj7NqAUNFjHLPK7a_g,mYRnVRgvG0Btcj6Oo0UV3A,Ribs ribs ribs!,2016-01-31 00:55:47,0
fcVcNUGC9hiP_691vaboaA,d_tRshM-w6S4QxE4VVi8tQ,Get the rolls if you order online! They are free :),2015-01-12 00:47:19,0
5WYuAdX1R659ZjweIybCFA,nTEmSvz8_DK-iK3miQFCwA,Lovin' the half price wings on Monday after 4pm.,2011-07-26 01:13:02,0
1h1R3ge1vZK237HcOf1lXA,MdcgaLvlmhYwpb5l3NT19g,My god,2017-06-11 22:17:52,0
oGbzCeY9_vDa6bawi81pgQ,5xW1QiUC2PEwa8jDha0scQ,Ugh this is nasty!,2018-04-05 05:04:02,0
HPqD_nATHVuVjTyt0Rxatg,xhEbn3BVfOyHrckP5BmyFQ,Located in the brand new strip mall on West Esplanade between Williams Blvd. and Power Blvd.,2015-09-12 22:07:38,0
fCvMnJU1Z-XhAjKg99wK3Q,T9pIor6yCiFrDVSGHbgW_g,"Beer is expensive. One bottle I picked up was $11, whereas it is $5 at Whole Foods.",2016-05-14 03:22:04,0
z-mZBtyZx0XoQgY3KTZhHg,hJkkXDmu6woTWD300bw09w,Raspberry draft beer is awesome!,2012-06-07 01:56:41,0
h8L_oYRfB_fhpwPM9-pgpQ,etU4of3VovLEW3MVDi_5sA,Perfect Dunkin to stop before heading on to the crazy PA Turnpike.,2014-09-01 20:16:22,0
X8k1Ki_ZvVKt4cQy72uGEQ,9b-LZWsj75mmfMYuChXDkg,Would have been wonderful if we got the booth reservation as requested. Sat by the fish tank at the hightop tables. Truffle popcorn great!!!,2015-05-16 23:14:41,0
SVJvTooDYFA2OJn1vU_ofA,45VrJplsLEo9EYMvTjBwGg,#PackFriendlyBusiness Show your student ID for 15% off,2017-06-22 19:35:42,0
-Ql3gdhUPvY3gQ9jr7nN0A,WbOy2oYIfKm7YaF8L7Wlig,At least the new sandwiches are on flatbread with spring mix greens.,2013-05-16 16:44:18,0
_VTkMoIa11C9IA4zlYbsOA,5p4p5DknrjuxIUDokYZE9w,They can't modify any of the specials. They serve brown rice but won't give it to you if the dish comes with white rice. Weird,2013-02-25 02:11:00,0
TYbrgjaXYU0Rvs4gcIwzgQ,8G_S5A-MlOnvqbyVP788iA,This place is always open late. Pretty decent cheap slices as well...,2013-08-20 03:50:34,0
gZN4aYXU2zQVAkS81Eeg4Q,IgNDlyLERBwFGphgcC5VDQ,Green tea smoothies rock,2011-07-17 13:44:32,0
KmLqc0Hh5aw4m_y-xE8Kxw,tNahbY3lnsMn8H-xPXdobw,Drink everything!!,2013-03-19 00:00:17,0
KaDG4VgJF7OALwdwDEVn9g,pXMm5R9QEfGc_3w3RvZRxw,Perfect after yoga at 12 south.  Shaved seitan sandwich is so good!,2013-02-09 16:18:49,0
IykoX8NxCuKwa_sSb0Ngmg,IUN-1btz9-CiL2b6tDNQqg,Mediocre food and the owner was extremely rude,2016-12-16 17:23:42,0
vimEpZnvi38O0Vz5uaNj4g,uQgZitYr2ni6ZjL6LPOzBA,Tuesday and Friday they make the gelato,2014-07-05 22:24:31,0
OUD1t1__WFnaodS4y6o28g,-wB5H63ERJ9S0oCp_ULR0Q,The toughest bagels you will ever eat. The owner is extremely rude and not welcoming at all.,2015-05-18 19:26:50,0
lnohBN_e2qklLESYih9Mvw,r6dvcGaTEcvN4nUIeS15nA,They have all you can eat specials.,2016-03-02 03:13:01,0
yjebCrYUsbP80wd1dNn8YQ,K59I711q4mFXw7ZBxdwBTg,Czanns on tap!! Great beer!,2013-05-31 23:41:02,0
GwkWzDZ7PU_9AYtugYCS9w,7hnqA1QAKE4I0mTnDFhHQw,Good happy hour!,2014-06-23 23:13:59,0
rJLSoDMBLN5P8U_wmSRSeA,m_maf3G3NThyC1ron-kXOA,Great local place,2015-02-11 16:08:12,0
BbL4Nmnjp2eBNtue2rcpbA,ZxroTGXXvt_D3KsiAsBIwg,The best Pho that money can buy.,2016-11-21 21:09:25,0
BnBQ0UU9uSiI_0cbCZ4lsw,VHxvZ6TlLcCl23dokKl2xQ,Drummies for .50,2011-01-04 17:43:27,0
-NDurCQ1u3CbUd05M7MaIA,GaqcV1K44cTmrtOGYBmrpw,Their air conditioning is out,2017-07-24 01:01:10,0
Np2q37v8xL_r01XJRPfvnA,z0HzwNBmx_BgdiYI4hLk3g,"Dragoon IPA on cask today, 6/15 #craftbeer",2013-06-15 21:20:36,0
4IY7qrLYtQtSmF5YxFprYw,ujXToVGQgeUE4LkGy0cQNA,It's no longer Canal's. Now called Maro Bros. Same management and same great selection.,2013-12-04 02:50:09,0
htOowopWhIviDjWEgx5Buw,1Vo4BLw75ntATAJHYsxO3g,Not enough parking,2014-06-07 17:19:02,0
wVeaDZjftRmPk8Zh2nhFrg,oWk7BiqZG99slmVSq6fmWQ,Fly was in marinara sauce.  Won't be back.,2017-07-03 19:36:18,0
iJiWgNrcQMCKkgUaoYOe0A,-K0LoSCfh8i5U_y53Krepg,Ritzy shopping Florida style,2010-12-27 18:50:08,0
a8FChA9YJ7_Y3207OZsaTQ,UboXRwy2UBVH91pAwHiK_w,Great burgers!,2016-01-03 04:43:28,0
Utra_WbG2uEQeCNpucoIqg,xNSKcTpCFIx-GN65Mlf2ag,Try the thai burger! You won't regret it!,2016-08-03 20:45:11,0
wqIJoQtVfQwtBNQOxAWKIQ,6Md7LjLUqf0scKfl78CQDg,"The made to order rolls at the counter are fabulous. I have mine with grilled chicken, cilantro,mango and chicken.",2012-10-15 17:20:01,1
CQlNFZFrBwvWuWSYuREXNg,1Vo4BLw75ntATAJHYsxO3g,Perfect Sunset and Service!,2016-12-04 21:56:43,0
h-JGDZqQUickC70xLvNDyw,z0HzwNBmx_BgdiYI4hLk3g,"Good beer, nice microbrew feel.",2014-04-03 00:06:50,0
AGnoMbAiUawiGzq4J2krDw,LVNt93fRgTR0C-eubUshbQ,"Great place, great food, great staff!!! Will be back. Greg is the coolest",2012-10-13 03:57:07,0
0ly_H7eCBwVeLK85s0DoKA,PlOLeg4BCkRB4vfgWcXxTg,"5 stars for the sushi, 0 stars for the service!!!!",2016-04-20 01:00:46,0
